"target_id" "ext_gene" "pval" "qval" "test_stat" "rss" "degrees_free" "mean_obs" "var_obs" "tech_var" "sigma_sq" "smooth_sigma_sq" "final_sigma_sq"
"26" "FBgn0265052" "St3" 7.53313584254869e-07 0.00032910448513198 24.4736941927235 5.18656460737917 1 4.9771274827666 1.03731292147583 0.00774871278821059 1.02956420868762 0.0187189046140587 1.02956420868762
"27" "FBgn0029608" "CG3091" 8.07559745482555e-07 0.000333876729914233 24.3397339333248 0.942134436796061 1 6.96466578122625 0.188426887359211 0.000977624258016246 0.187449263101196 0.00801553713479306 0.187449263101196
"28" "FBgn0033978" "Cyp6a23" 8.29286652851816e-07 0.000333876729914233 24.2885942188088 0.857108710225771 1 6.70028090061526 0.171421742045154 0.00122572036982587 0.170196021675328 0.00863869615111293 0.170196021675328
"29" "FBgn0028671" "Vha100-1" 9.8082873987213e-07 0.000334270810458468 23.9653944684727 0.701061871953592 1 7.43615522071243 0.140212374390719 0.000694274327551256 0.139518100063167 0.00734300183918884 0.139518100063167
"30" "FBgn0033065" "Cyp6w1" 8.95503184974662e-07 0.000334270810458468 24.1406408521065 9.36832487791428 1 8.83855737427984 1.87366497558286 0.000349153137872835 1.87331582244498 0.00777764370847949 1.87331582244498
"31" "FBgn0033205" "CG2064" 9.27304550035112e-07 0.000334270810458468 24.0734418321773 4.41834859408952 1 5.88084338894094 0.883669718817903 0.00410285063169597 0.879566868186208 0.0110834921435436 0.879566868186208
"32" "FBgn0034076" "Jhedup" 1.04520897880526e-06 0.000334270810458468 23.843006963999 6.82955056027617 1 4.1194106693495 1.36591011205524 0.0237754479473518 1.34213466410788 0.0389758781803367 1.34213466410788
"33" "FBgn0037935" "CG6834" 1.09408955541508e-06 0.000334270810458468 23.7550320066336 5.40828590483242 1 5.7599551250047 1.08165718096649 0.00522670234732511 1.07643047861916 0.0116026519762774 1.07643047861916
"34" "FBgn0038302" "CG4210" 1.15271510035275e-06 0.000334270810458468 23.6545755175093 5.3360997151296 1 4.43716623049995 1.06721994302592 0.0166433651189709 1.05057657790695 0.0293185972092053 1.05057657790695
"35" "FBgn0039932" "fuss" 8.80099963538677e-07 0.000334270810458468 24.1740543546961 2.81170206565252 1 4.89077851880986 0.562340413130504 0.0094856238341856 0.552854789296318 0.0200212538274326 0.552854789296318
"36" "FBgn0040078" "pont" 1.11822762433037e-06 0.000334270810458468 23.7130320257343 0.841990251001922 1 7.22066589111395 0.168398050200384 0.000777360030050813 0.167620690170334 0.00759252380905851 0.167620690170334
"37" "FBgn0051703" "tplus3b" 1.0073193594226e-06 0.000334270810458468 23.9140873651736 5.50075639723676 1 4.68828451449835 1.10015127944735 0.0203106612843448 1.07984061816301 0.0236191981956311 1.07984061816301
"38" "FBgn0264309" "CG43784" 1.21574587321895e-06 0.000334270810458468 23.5521328420773 2.68598845385216 1 4.37080679410409 0.537197690770432 0.00409071655040069 0.533106974220031 0.0310889186782064 0.533106974220031
"39" "FBgn0267044" "CG45488" 1.21574587321895e-06 0.000334270810458468 23.5521328420773 2.68598845385216 1 4.37080679410409 0.537197690770432 0.00409071655040069 0.533106974220031 0.0310889186782064 0.533106974220031
"40" "FBgn0267049" "CG45493" 1.21574587321895e-06 0.000334270810458468 23.5521328420773 2.68598845385216 1 4.37080679410409 0.537197690770432 0.00409071655040069 0.533106974220031 0.0310889186782064 0.533106974220031
"41" "FBgn0267050" "CG45494" 1.21574587321895e-06 0.000334270810458468 23.5521328420773 2.68598845385216 1 4.37080679410409 0.537197690770432 0.00409071655040069 0.533106974220031 0.0310889186782064 0.533106974220031
"42" "FBgn0016675" "Lectin-galC1" 1.25658941532735e-06 0.000337274582832983 23.4885568384786 1.84135862459186 1 6.70244644441114 0.368271724918373 0.00143350432993224 0.36683822058844 0.00863310922798303 0.36683822058844
"43" "FBgn0040227" "eIF3d1" 1.35690025640816e-06 0.000355728757918352 23.3408132959033 0.793416441109845 1 8.53717183456484 0.158683288221968 0.000253502597497417 0.158429785624472 0.00745754076545751 0.158429785624472
"44" "FBgn0022355" "Tsf1" 1.51610870411243e-06 0.000377173539876567 23.1274489112893 0.925719985492838 1 9.60373568212037 0.185143997098568 8.99517515863925e-05 0.185054045346981 0.00921026970472588 0.185054045346981
"45" "FBgn0028380" "fal" 1.49784445509456e-06 0.000377173539876567 23.1507541940758 1.0904256084649 1 7.19028351603126 0.21808512169298 0.000884496991591543 0.217200624701388 0.00763504025890224 0.217200624701388
"46" "FBgn0039114" "Lsd-1" 1.53907414479926e-06 0.000377173539876567 23.0985413255194 1.62088011741478 1 8.39122646623047 0.324176023482956 0.000278839373885123 0.323897184109071 0.00734618143835462 0.323897184109071
"47" "FBgn0034480" "CG16898" 1.59702170254281e-06 0.000380087044803278 23.0274809724017 2.38201280071713 1 6.06012148905015 0.476402560143426 0.00268467683313097 0.473717883310294 0.0104680631034873 0.473717883310294
"48" "FBgn0051687" "CG31687" 1.61839600377516e-06 0.000380087044803278 23.0019210152531 0.841198500683678 1 6.99494624151508 0.168239700136736 0.00257528665944709 0.165664413477289 0.0079552622232824 0.165664413477289
"49" "FBgn0052698" "CARPB" 1.65300219975915e-06 0.000380291710160916 22.9612473603403 1.37236921461955 1 5.52549744492142 0.274473842923909 0.00475808241556581 0.269715760508344 0.0130687311517025 0.269715760508344
"50" "FBgn0029676" "HIP-R" 1.70056688989491e-06 0.000383409810995706 22.9067154864505 1.2742537953252 1 7.2454359753092 0.25485075906504 0.00106181800895095 0.25378894105609 0.00755911369814804 0.25378894105609
"51" "FBgn0039670" "CG7567" 1.780479250418e-06 0.000393555737058081 22.8184532070378 4.02297295479797 1 4.21129702288852 0.804594590959595 0.0190403601312897 0.785554230828305 0.0358577984033557 0.785554230828305
"52" "FBgn0283434" "SdicC" 1.81716609762394e-06 0.000393940642663744 22.7792557775188 15.5365150447437 1 4.76320073255999 3.10730300894874 0.12738335574165 2.97991965320709 0.0221936390367164 2.97991965320709
"53" "FBgn0030981" "CG14191" 1.91507697500567e-06 0.000407333259230923 22.6784089243065 10.6028867856945 1 3.51290351298695 2.12057735713889 0.062060129197044 2.05851722794185 0.0707999140162426 2.05851722794185
"54" "FBgn0038803" "CG5191" 2.06225149186314e-06 0.000424581116212653 22.5361577786724 0.701322213014924 1 6.86885658861157 0.140264442602984 0.00115272269390514 0.13911171990908 0.00822392111128389 0.13911171990908
"55" "FBgn0262536" "CG43090" 2.0714948453558e-06 0.000424581116212653 22.5275666665048 1.80463169055089 1 6.43276238965134 0.36092633811018 0.00175589812142177 0.359170439988757 0.00931981165784686 0.359170439988757
"56" "FBgn0033821" "CG10799" 2.13900959364074e-06 0.000430590270519858 22.4659582987233 1.92548567320935 1 7.08403865835867 0.38509713464187 0.00103248881023398 0.384064645831636 0.00779625845125771 0.384064645831636
"57" "FBgn0050293" "Cht12" 2.2544097264076e-06 0.000438171738720567 22.3650368614324 0.851217284542228 1 6.49096635006472 0.170243456908446 0.0016689349248877 0.168574521983558 0.00917537729105484 0.168574521983558
"58" "FBgn0261505" "CR42653" 2.23357868396334e-06 0.000438171738720567 22.3828652646326 6.87123924110778 1 4.44845299244162 1.37424784822156 0.0597065864213471 1.31454126180021 0.0290292109050102 1.31454126180021
"59" "FBgn0283437" "PPO1" 2.41681773779926e-06 0.000461776039969679 22.2314551856033 9.75307060891985 1 5.36029018724286 1.95061412178397 0.0103964867350309 1.94021763504894 0.0143696672595193 1.94021763504894
"60" "FBgn0028396" "TotA" 2.48188352505533e-06 0.000466304549632479 22.1804486750327 6.05249509662445 1 6.18394681318817 1.21049901932489 0.00281907809939938 1.20767994122549 0.0100315534162827 1.20767994122549
"61" "FBgn0032839" "AANATL3" 2.81908629376705e-06 0.000496555621713062 21.9359129366469 1.81726751369294 1 5.28310663714186 0.363453502738588 0.00628575551436614 0.357167747224222 0.0150750751822171 0.357167747224222
"62" "FBgn0036440" "CG17177" 2.730650654585e-06 0.000496555621713062 21.9970836567706 17.5008393951225 1 4.7093863420105 3.5001678790245 0.0561222466144079 3.44404563241009 0.0232058465836972 3.44404563241009
"63" "FBgn0044872" "FucTC" 2.81780759502471e-06 0.000496555621713062 21.9367836151851 3.10129230005546 1 4.53807648633415 0.620258460011092 0.0161107967872865 0.604147663223806 0.0268468927175334 0.604147663223806
"64" "FBgn0286075" "DNAlig3" 2.80413173944972e-06 0.000496555621713062 21.9461205100301 0.864298954673915 1 6.2811650599643 0.172859790934783 0.00190069053192097 0.170959100402862 0.00972360602440595 0.170959100402862
"65" "FBgn0002868" "MtnA" 3.05122411948481e-06 0.000513379843267945 21.784073836817 0.851921508071452 1 8.67659306825718 0.170384301614291 0.00037180243010976 0.170012499184181 0.00759017053081609 0.170012499184181
"66" "FBgn0033518" "Prx2540-2" 2.97593924429551e-06 0.000513379843267945 21.8320085977693 1.07979244244993 1 5.65138666825586 0.215958488489986 0.00382816366742858 0.212130324822557 0.0122252206780842 0.212130324822557
"67" "FBgn0262003" "CG42821" 3.01478495418226e-06 0.000513379843267945 21.8071250831385 2.69475593032706 1 4.99953686176564 0.538951186065411 0.00899434850330517 0.529956837562106 0.0184016110491811 0.529956837562106
"68" "FBgn0033926" "Arc1" 3.18522070365516e-06 0.000528044014592714 21.7016206624514 2.60457144726925 1 6.48058858648344 0.520914289453849 0.00180498481711957 0.519109304636731 0.00920104952328022 0.519109304636731
"69" "FBgn0003089" "pip" 3.78246011550479e-06 0.000603697664529966 21.3720464360507 1.81065434669302 1 5.07318255322665 0.362130869338604 0.00729713776842184 0.354833731570182 0.0174158459682772 0.354833731570182
"70" "FBgn0015038" "Cyp9b1" 3.8341113582462e-06 0.000603697664529966 21.3460438832528 1.30906054610219 1 6.0944192176985 0.261812109220438 0.00228297081143354 0.259529138409005 0.0103514274536508 0.259529138409005
"71" "FBgn0033543" "CG12338" 3.85578212065622e-06 0.000603697664529966 21.3352387864229 0.49536190110615 1 6.76800166934816 0.0990723802212303 0.00118742444883445 0.0978849557723956 0.00846652386074394 0.0978849557723956
"72" "FBgn0051021" "CG31021" 3.7425581085299e-06 0.000603697664529966 21.3923792489916 1.87009537588219 1 5.15755183559163 0.374019075176437 0.00551916056434835 0.368499914612089 0.0163917509791747 0.368499914612089
"73" "FBgn0053966" "CG33966" 3.97318806677913e-06 0.000611955841516115 21.2777391881915 17.9131578557499 1 3.35412909422385 3.58263157114998 0.142254517287508 3.44037705386247 0.0836320978881313 3.44037705386247
"74" "FBgn0262363" "CG43061" 4.01709680406214e-06 0.000611955841516115 21.2566718876125 10.1154723454008 1 3.67144714422125 2.02309446908016 0.0432012174520715 1.97989325162808 0.0601668731214862 1.97989325162808
"75" "FBgn0035718" "CG14820" 4.27129276033802e-06 0.000642003777163873 21.1390750670442 11.1900656192099 1 4.59976576501201 2.23801312384199 0.0234577699950484 2.21455535384694 0.025458863585625 2.21455535384694
"76" "FBgn0085420" "DIP-delta" 4.66560477250182e-06 0.000692044244742276 20.9698824194344 3.15478479981275 1 4.79022630547848 0.630956959962551 0.021506530667451 0.609450429295099 0.0217073810916706 0.609450429295099
"77" "FBgn0250832" "Dup99B" 5.16966969379372e-06 0.00075685307088489 20.7733751726767 0.879502620477668 1 7.52668329318065 0.175900524095532 0.000785114036628373 0.175115410058905 0.00726855481468474 0.175115410058905
"78" "FBgn0264911" "CG44102" 5.38577610094236e-06 0.000778382743409272 20.6949533895918 2.66350493854228 1 4.15093736679712 0.532700987708456 0.0161915807591178 0.516509406949338 0.037868720336197 0.516509406949338
"79" "FBgn0026593" "CG5707" 5.76421585839387e-06 0.000804403936559347 20.564940217523 0.759544075570119 1 6.53433015570741 0.151908815114024 0.00140165825202977 0.150507156861994 0.00906768692299084 0.150507156861994
"80" "FBgn0038160" "CG9759" 5.77989167580122e-06 0.000804403936559347 20.5597413130683 3.2715769607696 1 4.81933945563638 0.65431539215392 0.0333810588277045 0.620934333326216 0.0211995621208001 0.620934333326216
"81" "FBgn0038979" "tHMG2" 5.68355987607173e-06 0.000804403936559347 20.5919162388848 1.50111458243829 1 6.62479783263366 0.300222916487659 0.00134928652240974 0.298873629965249 0.00883551377159299 0.298873629965249
"82" "FBgn0020251" "sfl" 5.86829706978386e-06 0.000806747717898457 20.5306839607922 0.552893010929466 1 6.43718768553259 0.110578602185893 0.00147629561642049 0.109102306569473 0.00930875622451367 0.109102306569473
"83" "FBgn0034484" "CG11044" 6.32145763808643e-06 0.000857900839644952 20.3883160148498 1.65934162255138 1 5.71978061960583 0.331868324510276 0.00409650809789144 0.327771816412384 0.0118135784635778 0.327771816412384
"84" "FBgn0260475" "CG30059" 6.39259030694367e-06 0.000857900839644952 20.3669031359977 28.3278462447735 1 1.46894879057703 5.66556924895469 0.0435680142568217 5.62200123469787 0.664998704164128 5.62200123469787
"85" "FBgn0043535" "Obp57a" 6.67433976237975e-06 0.000885174495780082 20.2843758433129 0.647759465462271 1 7.04904263057327 0.129551893092454 0.00100093309631218 0.128550959996142 0.00785526162301368 0.128550959996142
"86" "FBgn0039812" "CG15548" 6.86917325488115e-06 0.000900420815142735 20.2293275551252 0.908505461238992 1 5.6485659935327 0.181701092247799 0.00389759368181994 0.177803498565978 0.0122430015851782 0.177803498565978
"87" "FBgn0038140" "PK2-R1" 7.22841494775035e-06 0.00092597638302261 20.1318170490589 7.3273027819051 1 3.56812377560124 1.46546055638102 0.0531436461993868 1.41231691018163 0.0668690133416116 1.41231691018163
"88" "FBgn0054026" "CG34026" 7.19602631603894e-06 0.00092597638302261 20.140406612681 0.624743089563643 1 6.54014275576574 0.124948617912728 0.00240232010772086 0.122546297805008 0.0090531445652844 0.122546297805008
"89" "FBgn0027584" "CG4757" 7.64202160198568e-06 0.000967960781114433 20.0254021984869 3.51035489669041 1 6.34462394330346 0.702070979338081 0.00265686047745021 0.699414118860632 0.00954674481392155 0.699414118860632
"90" "FBgn0033367" "PPO2" 7.73267676872162e-06 0.000968560724597765 20.0028514639395 8.46779776298498 1 5.50581998032547 1.693559552597 0.00695588574683697 1.68660366685016 0.0132108997363191 1.68660366685016
"91" "FBgn0033972" "Ciao1" 8.10736736507756e-06 0.000980786904165193 19.9123788580269 0.451510787456308 1 6.61962163967357 0.0903021574912611 0.00141249310498303 0.0888896643862785 0.00884910392248206 0.0888896643862785
"92" "FBgn0037936" "CG6908" 8.03088753062569e-06 0.000980786904165193 19.9304998167893 3.68538363270593 1 7.10898146554058 0.737076726541186 0.00132540697848101 0.735751319562704 0.00775670751078184 0.735751319562704
"93" "FBgn0038840" "Grik" 8.17829938716651e-06 0.000980786904165193 19.8957251246675 0.663839922279979 1 5.71570962737283 0.132767984455995 0.00300850224861775 0.129759482207378 0.0118363198256515 0.129759482207378
"94" "FBgn0063492" "GstE8" 7.98725416830358e-06 0.000980786904165193 19.9409159822108 1.02337552663907 1 5.71427016327166 0.204675105327814 0.00478288430990685 0.199892221017906 0.0118444250637607 0.199892221017906
"95" "FBgn0053490" "CG33490" 8.42558218448988e-06 0.000999806189113204 19.8387801267781 1.6971708240873 1 5.64852863356407 0.33943416481746 0.00420502041241781 0.335229144405042 0.0122432374049421 0.335229144405042
"96" "FBgn0010385" "Def" 8.80742640262885e-06 0.0010342303941337 19.7540628838327 3.18673096673331 1 6.13512713054022 0.637346193346662 0.00330938772218268 0.63403680562448 0.0102076982680871 0.63403680562448
"97" "FBgn0037222" "CG14642" 8.90660183360157e-06 0.00103509404608444 19.7326626240875 1.4136145807575 1 4.72502525435955 0.2827229161515 0.0100309390440433 0.272691977107456 0.0229055459280969 0.272691977107456
"98" "FBgn0027070" "Ugt36E1" 9.09736318325072e-06 0.00104647525678352 19.692164195276 0.53326107271846 1 6.15563514467574 0.106652214543692 0.00234101864760546 0.104311195896087 0.0101324483054261 0.104311195896087
"99" "FBgn0032615" "CG6012" 9.28422405282347e-06 0.00105718240148969 19.6533121447071 2.41328893130018 1 4.45025125214368 0.482657786260037 0.0120612434111919 0.470596542848845 0.0289834124719418 0.470596542848845
"100" "FBgn0036278" "CrzR" 9.3797569551491e-06 0.00105738000155396 19.6337512156418 0.61865504736582 1 6.42732904950957 0.123731009473163 0.00176677140344132 0.121964238069723 0.0093334138839404 0.121964238069723
"101" "FBgn0052319" "Naa30B" 9.63020170448867e-06 0.0010643261158304 19.583405687124 2.30910202224227 1 4.45348271960784 0.461820404448453 0.0144757276282867 0.447344676820168 0.0289013245923004 0.447344676820168
"102" "FBgn0266647" "CG45154" 9.5547308968773e-06 0.0010643261158304 19.5984374458339 28.8176653869493 1 1.8223653575786 5.76353307738987 0.0939720013355457 5.66956107605432 0.451169807472605 5.66956107605432
"103" "FBgn0034195" "Spn53F" 1.01042959777408e-05 0.00109524738997185 19.4916016319596 4.29419594933947 1 3.71934725295448 0.858839189867895 0.0407846706559705 0.818054519211924 0.0573265998393053 0.818054519211924
"104" "FBgn0261526" "NT1" 1.00430179462485e-05 0.00109524738997185 19.5032212442979 5.04237789997525 1 4.03380407468513 1.00847557999505 0.0446518390736609 0.963823740921388 0.0422020975023249 0.963823740921388
"105" "FBgn0024293" "Spn43Ab" 1.05821195540176e-05 0.00111561168661471 19.4033513970066 0.363795238976966 1 8.08080236341426 0.0727590477953934 0.00031412791646737 0.0724449198789259 0.0071994781400532 0.0724449198789259
"106" "FBgn0035193" "CG9192" 1.0449712520552e-05 0.00111561168661471 19.4273986846073 3.40266659253168 1 3.77254997757238 0.680533318506335 0.0290106954883834 0.651522623017952 0.0543550041289551 0.651522623017952
"107" "FBgn0037831" "Cap-H2" 1.08859474432377e-05 0.00111561168661471 19.3492941908998 0.530448098360817 1 6.63845075871348 0.106089619672163 0.0015289252419788 0.104560694430185 0.00879970006473119 0.104560694430185
"108" "FBgn0039777" "Jon99Fii" 1.0641476304072e-05 0.00111561168661471 19.3926691533829 8.31055253007863 1 6.62030639690594 1.66211050601573 0.00238118639299885 1.65972931962273 0.00884730579045115 1.65972931962273
"109" "FBgn0051077" "CG31077" 1.08666006859738e-05 0.00111561168661471 19.3526909467184 0.356159150652918 1 6.93179947831403 0.0712318301305841 0.0011131404328071 0.0701186896977765 0.00808415743905262 0.0701186896977765
"110" "FBgn0051091" "CG31091" 1.07722074424516e-05 0.00111561168661471 19.3693513651243 4.40221293496823 1 5.75455926895821 0.880442586993645 0.0057811589774192 0.874661428016226 0.0116296335825084 0.874661428016226
"111" "FBgn0024294" "Spn43Aa" 1.16430042089108e-05 0.00115513011547567 19.2209266881023 6.00944110815217 1 4.56170972686824 1.20188822163043 0.0159294062353853 1.18595881539505 0.0263044855583068 1.18595881539505
"112" "FBgn0030362" "regucalcin" 1.1521177039466e-05 0.00115513011547567 19.2410076301044 0.400458320203632 1 8.21464068462748 0.0800916640407261 0.000302642136659821 0.0797890219040665 0.00724791628699975 0.0797890219040665
"113" "FBgn0051463" "CG31463" 1.1681436455622e-05 0.00115513011547567 19.2146356070036 1.6730455170979 1 4.76957725301999 0.33460910341958 0.00936167664511791 0.325247426774462 0.0220776019747783 0.325247426774462
"114" "FBgn0085244" "CG34215" 1.16107728730309e-05 0.00115513011547567 19.226218823381 0.925741963979741 1 5.17262603890793 0.185148392795948 0.00545881623486636 0.179689576561082 0.0162212069000862 0.179689576561082
"115" "FBgn0036678" "CG11905" 1.19107208542179e-05 0.00116756135817042 19.1775299411779 3.43036926165587 1 4.47423220946848 0.686073852331173 0.0141983065769055 0.671875545754269 0.0283806703630685 0.671875545754269
"116" "FBgn0032614" "CG13284" 1.27334836925114e-05 0.00119797232448325 19.0500440104653 0.504756668342951 1 7.40504401069512 0.100951333668591 0.000925026697680566 0.10002630697091 0.00737297459447197 0.10002630697091
"117" "FBgn0034485" "CG11099" 1.24532503725344e-05 0.00119797232448325 19.0925124174414 0.727284784255335 1 5.91573572591704 0.145456956851068 0.00306345010487669 0.14239350674619 0.0109559184238505 0.14239350674619
"118" "FBgn0037889" "scpr-A" 1.28585692595116e-05 0.00119797232448325 19.0313898299003 3.11180173523915 1 6.28718977569468 0.62236034704783 0.00301277621940186 0.619347570828427 0.00970613918850607 0.619347570828427
"119" "FBgn0051343" "CG31343" 1.26537805898829e-05 0.00119797232448325 19.062026476013 0.515368111843023 1 8.77389803919675 0.103073622368604 0.000153860260181459 0.102919762108423 0.00769840253280264 0.102919762108423
"120" "FBgn0053460" "CG33460" 1.27947799396075e-05 0.00119797232448325 19.0408799346746 4.04721838119813 1 3.967526946818 0.809443676239626 0.0279850245249293 0.781458651714696 0.0449368403833133 0.781458651714696
"121" "FBgn0263647" "CG43638" 1.25164843185335e-05 0.00119797232448325 19.0828462743648 0.569250485049733 1 6.61782839290376 0.113850097009947 0.00130999330095954 0.112540103708987 0.00885381325741515 0.112540103708987
"122" "FBgn0040260" "Ugt37D1" 1.35005899444282e-05 0.00124747664297982 18.9384247406649 0.386919250107128 1 7.25651497836777 0.0773838500214253 0.00088307301697263 0.076500777004453 0.00754454345451527 0.076500777004453
"123" "FBgn0086450" "su(r)" 1.40444736974895e-05 0.00127995908405106 18.8630799594275 0.382869017577131 1 6.71018766407784 0.0765738035154263 0.00114240932703314 0.0754313941883931 0.00861317481124149 0.0754313941883931
"124" "FBgn0263093" "CR43361" 1.41927513090022e-05 0.00127995908405106 18.8430469970632 3.93887317709367 1 4.0971525539842 0.787774635418735 0.0397668635495759 0.748007771869158 0.039783149302707 0.748007771869158
"125" "FBgn0264000" "GluRIB" 1.41366122246589e-05 0.00127995908405106 18.8506068013708 1.76532105590311 1 4.78789154482395 0.353064211180621 0.0077219067883219 0.345342304392299 0.0217488198725368 0.345342304392299
"126" "FBgn0053666" "CG33666" 1.44103588130165e-05 0.00128926964205663 18.8140246564516 5.47756993363325 1 3.45504406501743 1.09551398672665 0.0504559848644544 1.0450580018622 0.0752018724927385 1.0450580018622
"127" "FBgn0260484" "HIP" 1.52215511587638e-05 0.00135112241112397 18.7095838815622 1.40155291941797 1 7.3350322560653 0.280310583883595 0.000881298617970076 0.279429285265624 0.00744816866634775 0.279429285265624
"128" "FBgn0085358" "Diedel3" 1.53800045546264e-05 0.00135452180737737 18.6898370467833 0.841680123388671 1 7.82794375796649 0.168336024677734 0.00206659341493136 0.166269431262803 0.00716837281746159 0.166269431262803
